# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:ppp'
# Event count (approx.): 3789
#
# Overhead  Command       Source Shared Object  Source Symbol                                  Target Symbol                                  Basic Block Cycles
# ........  ............  ....................  .............................................  .............................................  ..................
#
     0.08%  redis-server  [kernel.kallsyms]     [k] memcpy_erms                                [k] seq_put_decimal_ull                        24                
     0.08%  redis-server  [kernel.kallsyms]     [k] _cond_resched                              [k] kmem_cache_alloc                           1                 
     0.08%  redis-server  [kernel.kallsyms]     [k] _cond_resched                              [k] mutex_lock                                 1                 
     0.08%  redis-server  [kernel.kallsyms]     [k] schedule_hrtimeout_range_clock             [k] hrtimer_start_range_ns                     4                 
     0.08%  redis-server  [kernel.kallsyms]     [k] __indirect_thunk_start                     [k] read_tsc                                   5                 
     0.05%  redis-server  redis-server          [.] listRotateTailToHead                       [.] clientsCron                                3                 
     0.05%  redis-server  redis-server          [.] ustime                                     [.] gettimeofday@plt                           12                
     0.05%  redis-server  redis-server          [.] tryResizeHashTables                        [.] databasesCron                              76                
     0.05%  redis-server  redis-server          [.] tryResizeHashTables                        [.] databasesCron                              32                
     0.05%  redis-server  redis-server          [.] tryResizeHashTables                        [.] databasesCron                              25                
     0.05%  redis-server  redis-server          [.] tryResizeHashTables                        [.] databasesCron                              20                
     0.05%  redis-server  redis-server          [.] tryResizeHashTables                        [.] databasesCron                              16                
     0.05%  redis-server  redis-server          [.] clientsCronTrackExpansiveClients           [.] sdsZmallocSize                             2                 
     0.05%  redis-server  redis-server          [.] clientsCron                                [.] listRotateTailToHead                       2                 
     0.05%  redis-server  redis-server          [.] clientsCron                                [.] clientsCronResizeOutputBuffer              1                 
     0.05%  redis-server  redis-server          [.] clientsCron                                [.] clientsCronTrackExpansiveClients           1                 
     0.05%  redis-server  redis-server          [.] clientsCron                                [.] clientsCronHandleTimeout                   1                 
     0.05%  redis-server  redis-server          [.] databasesCron                              [.] tryResizeHashTables                        20                
     0.05%  redis-server  redis-server          [.] updateCachedTime                           [.] localtime_r@plt                            21                
     0.05%  redis-server  redis-server          [.] updateCachedTime                           [.] gettimeofday@plt                           58                
     0.05%  redis-server  redis-server          [.] cronUpdateMemoryStats                      [.] serverCron                                 57                
     0.05%  redis-server  redis-server          [.] sdsAllocPtr                                [.] sdsZmallocSize                             2                 
     0.05%  redis-server  redis-server          [.] get_proc_stat_ll                           [.] strrchr@plt                                26                
     0.05%  redis-server  redis-server          [k] get_proc_stat_ll                           [k] open64@plt                                 22                
